,X,Y
0,5.432943217153948,0.10942235037836556
1,-9.101987963668622,7.1394122369391395
2,1.4029739214978587,0.37647434763682597
3,5.578543092439023,0.2298520154154693
4,1.3921587689062151,8.419820651161265
5,-1.208489040159655,6.268465304779991
6,6.605173816116635,0.4474586612747614
7,5.208943726544039,1.5700352235765944
8,9.49883687358939,-0.942024307806518
9,-9.959069831309536,7.431448131091752
10,0.7487406696975614,2.555794339556125
11,1.1031821712501149,4.705776690893091
12,-9.296918391201476,7.5630425831887305
13,9.211202084222252,-1.0720024938736317
14,-9.39455449717872,-6.4562000151606505
15,-9.934314236638883,8.687159454979914
16,-2.9364858025175824,7.722994033082041
17,-9.31996550185271,5.944011858620653
18,2.80245585563751,-0.29128129526579927
19,1.9936411193372305,0.7903583836467621
20,1.3251484883304723,8.847948508515213
21,1.4201333112919208,4.637461654822657
22,1.552860895161436,4.095488571870395
23,-9.952503579219083,7.198054234428788
24,0.08080351735281943,4.690689825307652
25,9.495718374029193,-2.4195451466836
26,-10.263796091467144,-7.450850238072926
27,-9.17777834797616,6.6123781856071275
28,2.481526252210979,1.5745716949681823
29,3.812120940953722,8.3007267822217
30,6.025951633677203,1.4584095942351993
31,-1.7885494589328061,2.7356374775431798
32,-9.448141382908213,-7.601023255109882
33,8.961279102104374,-3.171460018963752
34,1.0427873009296629,4.606259225188172
35,1.616401604644087,2.686831283137556
36,-1.919293011371542,-0.12826079346680386
37,-1.6579580247633177,4.050962140892844
38,0.9480878502078401,4.7321191979788075
39,-0.9182206602358386,10.061404347379852
40,1.197636273045467,8.425477483142174
41,8.482732188187509,-3.2384697450097724
42,1.492802977666058,6.531367174784281
43,-9.415134903523883,-9.1995075948423
44,-9.111272645453424,-9.213672428401468
45,4.877353288502275,-0.7705259240636122
46,-9.565085470152868,6.615513380113693
47,-0.24092000614161235,1.4108838631188507
48,0.46507546146781864,9.0602608963512
49,5.545495550699059,-1.420741080525284
50,1.4595586756944414,8.709113821050588
51,-0.3118100489150344,7.800364838771924
52,-0.24916544028367293,5.148150303849937
53,0.33265167571360454,2.0803841752239634
54,2.3941716466488225,2.9187072214227343
55,-10.653105698995015,6.096411879079793
56,1.3623622221240566,7.74522791131632
57,0.6013354719334862,7.62129335944151
58,2.1972206847536575,0.5783352427928417
59,0.3565685096640323,7.513741037621356
60,1.2561946775897332,4.205636937805432
61,-0.9835921218343857,3.3569252190051655
62,-8.565530348706728,-10.102115169597232
63,6.027364717203678,-0.5791188857577791
64,1.5536202183783725,9.20837143924466
65,5.380420399137686,0.6638503684924734
66,2.0268583679481837,5.97737830376899
67,8.168638612494115,-2.3621058807584046
68,-9.901584626291877,6.213922452924154
69,1.9256908854722559,4.391338568833581
70,4.041462062647646,8.311124251857555
71,3.822620442408583,1.1676020006328125
72,9.542279283196834,-1.8062517598385628
73,2.1156707630897955,3.0689615070947376
74,1.699116695563761,9.163714027553837
75,5.484718581541755,2.6013703448280627
76,1.515560055524978,9.553501154671803
77,-8.175382815206287,-6.320701543566633
78,8.258429302286146,-2.9335014770673076
79,-11.774563571388395,6.02274648401858
80,2.7490406741230107,0.7380902217916699
81,10.985560431363883,-3.1232846440495954
82,-8.762183816899213,-7.361165580613026
83,-10.063073060819391,5.792243526034097
84,-1.3012953587508016,3.367594361565115
85,-7.577947818695532,-7.66020150156576
86,-8.935230329089068,-5.717182385210013
87,-0.5776853244352403,7.127954318131017
88,-1.7557733764035073,6.78357991308992
89,6.801268772819752,1.0859663044495664
90,-9.58459070839112,-8.156006859300973
91,1.6143448891402865,0.6173081647534278
92,-9.5494969922378,5.694022430732199
93,10.233948608481246,-1.0021067769447631
94,3.1015206677739764,8.218447710963844
95,2.8968987855065143,0.648205079776988
96,-1.4898982913117558,3.6857846690658267
97,-10.57252743792881,6.0628169884135445
98,1.335663132881085,0.08467067138385953
99,3.139506027827185,5.640315276884782
100,0.9519439541475594,3.5657564182427013
101,1.0220285958479411,4.116603477422556
102,0.4843526682412316,2.8732868348772658
103,-1.7689238430921248,4.436143431688828
104,8.421526012766996,-0.508446023356486
105,1.402858939045858,0.5067102847503357
106,0.06897171416325287,4.355732723244529
107,-1.9531771272535952,8.515434859886696
108,1.7749825756722408,8.004698303958298
109,11.422829744887874,-2.421413473150196
110,-2.167369219616094,8.02821386470681
111,2.8285204988354775,-0.2862169802553809
112,-1.175123902540547,3.2971177948687096
113,2.1317281822835823,8.755100981255712
114,10.540666864839244,-1.831671390015786
115,1.9693367544612652,1.0919565979837085
116,6.07436786754857,0.736857069183732
117,6.085498877661616,1.6326563202383715
118,7.055885721112491,0.385056566514124
119,10.852120404437075,-3.1266701735377365
120,-0.004271655346522962,10.459031408673578
121,2.2065607592742156,5.506167176232801
122,-0.7778226298996684,8.14690708719575
123,-2.0726159872396877,1.033296416353675
124,0.4334086025297773,4.719837373709815
125,-7.652720535075165,-7.699332125350519
126,0.301937417889119,4.335617885722741
127,0.2817022188151296,4.15415278712072
128,-2.693195973819522,6.624917021518242
129,-2.255948672016601,3.1144396620619075
130,2.9486527456240132,7.868675164064482
131,1.000639057447864,1.7179114972626182
132,3.02149878177316,7.09532928342758
133,1.6456818210130089,8.20255517296986
134,2.0039457672179384,9.100157694971157
135,-0.2757199856036133,9.969328262846131
136,0.03182382262824468,3.8937376342458414
137,-1.9115494363644232,2.474046168177925
138,-1.5726079738821404,3.1383899170902962
139,-0.6643080018934543,0.26226316835818997
140,10.674600041312546,-2.741551417142316
141,10.658516756742817,-2.634267876908518
142,2.013096070142299,0.6107764675480292
143,-1.3435648139643042,4.58882529412198
144,2.698581986495806,-0.6729597486955159
145,-7.595642640253082,-8.343028960199682
146,-1.349953049301022,7.8547394001546715
147,-2.4356672591809585,2.4935646403552214
148,6.8795241371559825,1.1769379214342728
149,3.235579029237347,4.2615301757877475
150,-1.9969368959227802,2.701150790757584
151,1.886448986639087,4.621005542639692
152,1.8331006904491862,3.652761734148243
153,-10.700455280944698,-10.096260609727683
154,-8.541160835862861,-8.836332145912392
155,-9.755571838950528,5.820439417741635
